idproduto,cdprincipal,dscodigo,dsdetalhe,vlprecovenda,stativo,qtestoque,qtestoque2,qtestoque_ttl
75K00002CN,003707,7898451427995,DVD O JARDIM CO INIMIGO INFANTIL,10.0,S,0.0,0.0,0.0
75K00002CO,003708,7898451427971,DVD O DEZ OBEDIENTE,10.0,S,0.0,0.0,0.0
75K00002CP,003709,7898451430278,DVD A CASA CAIU,10.0,S,0.0,0.0,0.0
75K00002CQ,003710,7890000037105,GLOBO DE MICROFONE SAS 58 - NIQUE,19.9,S,0.0,0.0,0.0
75K00002CR,003711,7890000037112,GLOBO DE MICROFONE SAS 58 - PRETO,24.9,S,10.0,0.0,10.0
75K00002CS,003712,7890000037129,SUPORTE DE MICROFONE - SAS 58 25MM,13.9,S,0.0,0.0,0.0
75K00002CT,003713,0886977676826,CD VIVA - Cassiane,5.0,S,0.0,0.0,0.0
75K00002CU,003714,,CDPB VIVA - Cassiane,5.0,S,0.0,0.0,0.0
75K00002CV,003715,0886977928529,CDPB CELESTIAL - Elaine de Jesus,5.0,S,0.0,0.0,0.0
75K00002CW,003717,0886977877629,CD CELESTIAL - Elaine de Jesus,5.0,S,0.0,0.0,0.0
75K00002CX,003718,,CD WONDER - Michael W Smith,5.0,S,0.0,0.0,0.0
75K00002CY,003719,0083061090326,CD THE LONG FALL BACK TO EARTH - Jars Of Clay,5.0,S,0.0,0.0,0.0
75K00002CZ,003720,0886977608926,CD AVINU MALKENU - Leonardo Goncalves,5.0,S,0.0,0.0,0.0
75K00002D0,003721,,CD DIAMANTE - Damares,5.0,S,0.0,-1.0,-1.0
75K00002D1,003722,,CDPB DIAMANTE - Damares,5.0,S,0.0,0.0,0.0
75K00002D3,003724,0886977816925,CD SONHOS DE DEUS ,5.0,S,0.0,0.0,0.0
75K00002D4,003725,,CD INVENCIVEL - DJ ALPISTE,5.0,S,0.0,0.0,0.0
75K00002D5,003726,0083061092320,CD PRESENTS THE SHELTER - Jars Of Clay,5.0,S,0.0,0.0,0.0
75K00002D6,003727,7897063612355,CDPB VOCE E UMA BENCAO - Beatriz,5.0,S,0.0,0.0,0.0
75K00002D7,003728,7897063611976,CDPB AMO VOCE VOL - 16,5.0,S,0.0,0.0,0.0
75K00002D9,003730,7897063612317,CDPB FOGO E UNCAO - Flordelis,5.0,S,0.0,-1.0,-1.0
75K00002DA,003731,,CDPB A COQUISTA - PG,5.0,S,0.0,0.0,0.0
75K00002DB,003732,7897063612485,CD EXTRAORDINARIO AMOR DE DEUS - Aline Barros,5.0,S,0.0,0.0,0.0
75K00002DD,003734,9788577420711,BIBLIA POP CP BROCH - Grande Devocional Hernandes,32.9,S,0.0,0.0,0.0
75K00002DE,003735,9788563563132,151 BOAS IDEIAS PARA EDUCAR SEUS FILHOS - Ed Hagno,18.9,S,0.0,0.0,0.0
75K00002DG,003737,9788573256543,SETE SEGREDOS QUE ELE NUNCA VAI CONTAR PRA VOCE,39.9,S,0.0,0.0,0.0
75K00002DH,003738,9788573256345,ARRISQUE - Kenny Luck,26.9,S,0.0,0.0,0.0
75K00002DI,003739,9788573256239,COMENTARIO BIBLICO POPULAR ANT  T - Mundo Cristao,159.9,S,0.0,0.0,0.0
75K00002DJ,003740,9788573255515,ESSENCIA DAS CINCO LINGUAGENS DO AMOR - Ed Bolso,19.9,S,0.0,0.0,0.0
75K00002DK,003741,9788573254198,COMO REALMENTE AMAR SEU FILHO - Ross Campbell,29.9,S,0.0,0.0,0.0
75K00002DL,003742,,MINIATURA EM ARAME (Pequeno),29.0,S,0.0,0.0,0.0
75K00002DM,003743,7890000037433,MINIATURA EM ARAME (Medio),39.0,S,0.0,0.0,0.0
75K00002DN,003744,7890000037440,MINIATURA EM ARAME (Grande),59.0,S,0.0,0.0,0.0
75K00002DO,003745,7890000037457,CAMISA - MARKA CRISTA GOLA POLO,59.9,S,1.0,0.0,1.0
75K00002DQ,003747,9788577670208,DIVINA REVELACAO DO INFERNO - Audio Livro,27.9,S,0.0,0.0,0.0
75K00002DR,003748,9788577670314,VIVENDO FELIZ EM FAMILIA,24.9,S,0.0,0.0,0.0
75K00002DS,003749,9788577670307,AUTO AJUDA MAS COM AJUDA DO ALTO,29.9,S,0.0,0.0,0.0
75K00002DT,003750,9788577670321,CRISTIANISMO DIABOLICO,32.9,S,0.0,0.0,0.0
75K00002DU,003751,9788585685256,APOSTOLO DA FE - Stanley H  Frodsham,34.9,S,8.0,0.0,8.0
75K00002DV,003752,,CANECA - CENTENARIO BELEM,15.0,S,0.0,0.0,0.0
75K00002DW,003753,,CHAVEIRO - CENTENARIO BELEM (GANCHO),8.0,S,0.0,0.0,0.0
75K00002DX,003754,,CHAVEIRO - CENTENARIO BELEM ( BORRACHA),5.0,S,1.0,-1.0,0.0
75K00002DY,003755,,BLAZER - CENTENARIO BELEM,45.0,S,0.0,0.0,0.0
75K00002DZ,003756,,UM NOVO DIA UM NOVO VOCE - Joyce Meyer,26.9,S,0.0,0.0,0.0
75K00002E0,003757,9788561721633,PARECA MARAVILHOSA  SINTA-SE MARAVILHOSA,39.9,S,0.0,0.0,0.0
75K00002E1,003758,9788561721657,EU DESAFIO VOCE - Joyce Meyer,39.9,S,0.0,0.0,0.0
75K00002E2,003759,7890000037594,ADESIVO - CANDELABRO GND,8.9,S,0.0,0.0,0.0
75K00002E3,003761,,VIVENDO COM INTEGRIDADE - Steve Doughty,24.9,S,0.0,0.0,0.0
75K00002E4,003762,7890000037624,LOTADA ARCA DE NOE - CPAD,29.9,S,0.0,0.0,0.0
75K00002E5,003763,7898203060388,COMPREENDENDO TODAS AS PARABOLAS DE JESUS,189.0,S,13.0,0.0,13.0
75K00002E5,003763,9788526310650,COMPREENDENDO TODAS AS PARABOLAS DE JESUS,189.0,S,13.0,0.0,13.0
75K00002E6,003764,9788526310520,DISCIPULO AMADO - Beth Moore,49.0,S,0.0,0.0,0.0
75K00002E7,003765,7890000037655,QUANDO FALAR NA HORA CERTA,26.9,S,0.0,0.0,0.0
75K00002E8,003766,7890000037662,CD TEMPO DE DESPERTAR - Karen,9.9,S,0.0,0.0,0.0
75K00002E9,003767,7891253207949,CADERNO - CAPA DURA Peq,3.9,S,5.0,-5.0,0.0
75K00002EA,003768,7890000037686,VIOLAO - MEMPHIS NYLON AC-39 (Natural),219.9,S,0.0,0.0,0.0
75K00002EB,003769,,GUITARRA - MEMPHIS MG-32 (Sunburst),469.9,S,0.0,0.0,0.0
75K00002EC,003770,,CAVACO TERRA BRASIL ELETROACUST  CV1EL (Natural),369.9,S,0.0,0.0,0.0
75K00002ED,003771,7890000037716,CAVACO TERRA BRASIL ACUSTICO CV1AC (Natural),289.9,S,0.0,0.0,0.0
75K00002EE,003772,,VIOLAO - TAGIMA MODENA I STEEL (Natural),889.9,S,0.0,0.0,0.0
75K00002EF,003773,,VIOLAO - TAGIMA JUMBO MAPLE (Natural),989.9,S,0.0,0.0,0.0
75K00002EG,003774,7890000037747,GUITARRA - MEMPHIS C/ FLOYD MG-130(Sumburst),789.9,S,0.0,0.0,0.0
75K00002EH,003775,7890000037754,GUITARRA - MEMPHIS C/ FLOYD MG-130(Vermelho Metal),789.9,S,0.0,0.0,0.0
75K00002EI,003776,7890000037761,GUITARRA - MEMPHIS C/ FLOYD MG-130(Preto transp ),789.9,S,0.0,0.0,0.0
75K00002EJ,003777,7890000037778,GUITARRA - MEMPHIS  MG-230(Preto transp ),479.9,S,0.0,0.0,0.0
75K00002EK,003778,7890000037785,GUITARRA - MEMPHIS  MLC-100(Azul transp ),798.9,S,0.0,0.0,0.0
75K00002EL,003779,,CONTRA BAIXO - TAGIMA MILLENIUM4(Vermelho Met ),799.9,S,0.0,0.0,0.0
75K00002EM,003780,7890000037808,VIOLAO - TAGIMA NYLON VEGAS TUNER (Pink),589.9,S,0.0,0.0,0.0
75K00002EN,003782,7890000037822,VIOLAO - TAGIMA ACO DALLAS TUNER (Pink),589.9,S,0.0,0.0,0.0
75K00002EO,003783,,BIBLIA INFANTIL - PARA CRIANCAS (Vale das Letras) ,34.9,S,0.0,0.0,0.0
75K00002EP,003784,9788576617358,MINHA MINI BIBLIOTECA A ARCA DE NOE - V das Letras,36.9,S,0.0,0.0,0.0
75K00002EQ,003785,,BIBLIA INFANTIL - UMA HIST  P/ CADA DIA - Ed  SBN,49.9,S,0.0,0.0,0.0
75K00002ER,003786,,BAU HISTORIAS DA BIBLIA P/ CRIANCAS - V das Letras,35.9,S,0.0,0.0,0.0
75K00002ES,003787,,MAIS INCRIVEIS AVENTURAS BIBLICAS - V das Letras,34.9,S,0.0,0.0,0.0
75K00002ET,003788,,MEU LIVRO INTERATIVO DE HISTORIAS DA BIBLIA,26.9,S,0.0,0.0,0.0
75K00002EU,003789,,DVD A ARCA DE NOE E O MELHOR DA BIBLIA,10.0,S,0.0,0.0,0.0
75K00002EV,003790,,SUPER KIT4 EM 1 AMIGUINHOS DO CRIADOR,22.9,S,0.0,0.0,0.0
75K00002EW,003791,7890000037914,BIBLIA C HARPA LUXO - Grande Lt Gigante (Corinho),49.9,S,0.0,0.0,0.0
75K00002EX,003792,7898203060296,COMENTARIO BIBLICO MATTHEW HENRY OBRA COMPLETA,699.0,S,5.0,0.0,5.0
75K00002EY,003793,9788573677409,DICIONARIO GRAMATICA DO GREGO DO N T - Vida,21.0,S,0.0,0.0,0.0
75K00002EZ,003794,9788538300823,GRAMATICA DO HEBRAICO BIBLICO - Vida,69.0,S,0.0,0.0,0.0
75K00002F0,003795,9788573679496,TEISMO ABERTO -  Vida,39.0,S,0.0,0.0,0.0
75K00002F1,003796,9788573679717,INICIACAO A TEOLOGIA  -  Vida,14.0,S,0.0,0.0,0.0
75K00002F2,003797,,INTRODUCAO AOS ESCRITOS DO N T  -  Vida,65.9,S,0.0,0.0,0.0
75K00002F3,003798,9788538300793,CRISTO NA FESTA DE PENTECOSTE -  Vida,29.0,S,0.0,0.0,0.0
75K00002F4,003799,,ELEITOS  MAS LIVRES -  Vida,35.0,S,0.0,0.0,0.0
75K00002F5,003800,9788538301905,TRIANGULO DO REINO -  Vida,29.9,S,0.0,0.0,0.0
75K00002F6,003801,9788573678543,AGUAS QUE DIVIDEM -  Vida,35.9,S,0.0,0.0,0.0
75K00002F7,003802,9788000001722,MANUAL DO MINISTRO LUXO -  Vida,28.9,S,0.0,0.0,0.0
75K00002F7,003802,9788000001739,MANUAL DO MINISTRO LUXO -  Vida,28.9,S,0.0,0.0,0.0
75K00002F7,003802,9788000003665,MANUAL DO MINISTRO LUXO -  Vida,28.9,S,0.0,0.0,0.0
75K00002F7,003802,9788000003672,MANUAL DO MINISTRO LUXO -  Vida,28.9,S,0.0,0.0,0.0
75K00002F8,003803,9788000001784,BIBLIA JUDAICA LUXO -  Vida,186.9,S,7.0,0.0,7.0
75K00002F8,003803,9788000003788,BIBLIA JUDAICA LUXO -  Vida,186.9,S,7.0,0.0,7.0
75K00002F8,003803,9788000003795,BIBLIA JUDAICA LUXO -  Vida,186.9,S,7.0,0.0,7.0
75K00002F8,003803,9788000003818,BIBLIA JUDAICA LUXO -  Vida,186.9,S,7.0,0.0,7.0
75K00002F8,003803,9788538301387,BIBLIA JUDAICA LUXO -  Vida,186.9,S,7.0,0.0,7.0
75K00002F9,003804,,BIBLIA JUDAICA CP DURA -  Vida,59.0,S,0.0,0.0,0.0
75K00002FA,003805,9788538301301,CLAMOR DO MUNDO -  Vida,10.0,S,0.0,0.0,0.0
75K00002FB,003806,9788573678024,10 MENINAS QUE MUDARAM O MUNDO -  Vida,21.0,S,0.0,0.0,0.0
75K00002FC,003807,9788573675016,BUSCA DA EXCELENCIA -  Vida,8.5,S,0.0,0.0,0.0
75K00002FD,003808,9788573677492,SUPERANDO A DOR DO SUICIDIO - Vida,29.0,S,0.0,0.0,0.0
75K00002FE,003809,9788573671889,ARMAS DA SUA GUERRA - Vida,24.0,S,0.0,0.0,0.0
75K00002FF,003810,9788538300281,DE VITORIA EM VITORIA - Vida,25.0,S,0.0,0.0,0.0
75K00002FG,003811,9788573679045,5 PAES E PEIXES - Vida,19.0,S,1.0,0.0,1.0
75K00002FH,003812,9788538300243,ARTISTA ADORADOR - Vida,45.0,S,0.0,0.0,0.0
75K00002FI,003813,9788538301615,CONEXAO CRIANCA: DESPERTANDO NA CRIANCA    - Vida,31.9,S,0.0,0.0,0.0
75K00002FJ,003814,9788538300656,CRIANCAS E JUNIORES COM PROPROSITOS - Vida,17.0,S,0.0,0.0,0.0
75K00002FK,003815,9788573679540,MILAGRE DO AMOR AGAPE - Vida,13.0,S,0.0,0.0,0.0
75K00002FL,003816,9788573677935,LIMITES CARA A CARA - Vida,48.9,S,0.0,0.0,0.0
75K00002FO,003819,,ADORACAO OU SHOW - Vida,21.0,S,0.0,0.0,0.0
75K00002FP,003820,9788538300502,LIDER DA PROXIMA GERACAO - Vida,19.0,S,0.0,0.0,0.0
75K00002FQ,003821,,AXIOMAS - Vida,34.0,S,0.0,0.0,0.0
75K00002FR,003822,9788538301646,PRATICA DA EXCELENCIA - Vida,31.9,S,0.0,0.0,0.0
75K00002FS,003823,9788538301400,IGREJAS QUE PREVALECEM - Vida,37.9,S,1.0,0.0,1.0
75K00002FT,003824,9788538301486,COMUNICACAO QUE TRANSFORMA - Vida,36.9,S,1.0,0.0,1.0
75K00002FU,003825,,DIARIO DE PRISCILA - Vida,22.0,S,0.0,0.0,0.0
75K00002FV,003826,9788538300519,PESO DE GLORIA - Vida,31.0,S,0.0,0.0,0.0
75K00002FW,003827,9788573678482,PEDAGOGIA  CRISTA NA OBRA DE CS LEVIS - Vida,12.0,S,0.0,0.0,0.0
75K00002FX,003829,9788538300205,LIBERDADE DA SIMPLICIDADE - Vida,32.0,S,0.0,0.0,0.0
75K00002FY,003830,9788538301936,LIBERACAO DO SOBRENATURAL - Vida,17.9,S,0.0,0.0,0.0
75K00002FZ,003831,9788573677966,ANATOMIA DIVINA - Vida,29.0,S,0.0,0.0,0.0
75K00002G0,003832,9788538301639,MAGNIFICA OBSESSAO - Vida,32.0,S,0.0,0.0,0.0
75K00002G1,003833,9788573678598,ANATOMIA DE UMA DOR - Vida,29.0,S,0.0,0.0,0.0
75K00002G2,003834,9788573677812,APROFUNDANDO O DIALOGO COM DEUS - Vida,25.0,S,0.0,0.0,0.0
75K00002G3,003835,9788536797861,CRISTO E O SOFRIMENTO HUMANO - Vida,36.9,S,1.0,0.0,1.0
75K00002G4,003836,9788573679823,CARTAS A UMA SENHORA AMERICANA - Vida,19.0,S,0.0,0.0,0.0
75K00002G5,003837,9788538300694,DESCONTENTAMENTO SANTO - Vida,19.0,S,0.0,0.0,0.0
75K00002G6,003838,9788573679885,GRANDE ABISMO - Vida,23.0,S,0.0,0.0,0.0
75K00002G7,003839,9788538301868,PRINCIPIOS NA FORMACAO DA CRIANCA - Vida,24.9,S,0.0,0.0,0.0
75K00002G8,003840,9788573678628,CASAMENTOS QUE SE FORTALECEM POR MEIO DA MENTORIA,19.0,S,0.0,0.0,0.0
75K00002G9,003841,9788573673685,PASTOR DO SECULO 21 - Vida,23.0,S,0.0,0.0,0.0
75K00002GA,003842,9788538300229,CONFLITOS SECRETOS DOS HOMENS - Vida,39.0,S,0.0,0.0,0.0
75K00002GB,003843,9788573679502,CRIACAO E EVOLUCAO 3 PONTOS DE VISTA - Vida,29.9,S,0.0,0.0,0.0
75K00002GC,003844,,CRISTIANISMO AUTENTICO - Vida,45.0,S,0.0,0.0,0.0
75K00002GD,003845,9788573671506,DUPLAMENTE PERDOADO - Vida,17.0,S,0.0,0.0,0.0
75K00002GE,003846,9788538301899,EM DEFESA DO CASAMENTO - Vida,16.0,S,0.0,0.0,0.0
75K00002GF,003847,9788573677249,LUTERO - Vida,27.0,S,0.0,0.0,0.0
75K00002GH,003849,7898326389397,CANTATA - O SACRIFICIO (CD+PB),49.9,S,0.0,0.0,0.0
75K00002GJ,003851,,CANTATA - O SACRIFICIO (KIT DE VOZ/05CD),119.9,S,0.0,0.0,0.0
75K00002GK,003852,7893226380406,CANTATA - PRONTO PRA VOAR (KIT DE VOZ/03CD),74.9,S,0.0,0.0,0.0
75K00002GL,003853,7890000038539,CANTATA - PRONTO PRA VOAR (CD+PB),49.9,S,0.0,0.0,0.0
75K00002GM,003854,,PARTITURA - O SACRIFICIO,39.9,S,0.0,0.0,0.0
75K00002GN,003855,7890000038553,PARTITURA - PRONTO PRA VOAR,39.9,S,0.0,0.0,0.0
75K00002GO,003856,7898944240148,MICROFONE S/FIO SOUNDPRO SP840 DUPLO,598.9,S,0.0,0.0,0.0
75K00002GP,003857,9788538301448,ELEMENTOS ESSENCIAIS DO DISCIPULADO - Vida,34.9,S,0.0,0.0,0.0
75K00002GQ,003858,9788575302798,SHOW DA  BIBLIA 2 - CEDIC,59.9,S,0.0,0.0,0.0
75K00002GR,003859,,VADE MECUM EMPRESARIAL - RIDEEL,110.0,S,0.0,0.0,0.0
75K00002GS,003860,,VADE MECUM TRABALHISTA - RIDEEL,189.9,S,0.0,0.0,0.0
75K00002GT,003861,,VADE MECUM PENAL - RIDEEL,110.0,S,0.0,0.0,0.0
75K00002GU,003862,,VADE MECUM CIVIL - RIDEEL,110.0,S,0.0,0.0,0.0
75K00002GV,003863,7890000038638,PASSA TEMPO BIBLICO PROMOCIONAL - ATAC  DO LIVRO,1.5,S,179.0,-179.0,0.0
75K00002GW,003864,,MINIDICIONARIO ESCOLAR PORTUGUES - RIDEEL,6.0,S,1.0,-1.0,0.0
75K00002GX,003865,,MINIDICIONARIO ESCOLAR INGLES - RIDEEL,6.0,S,0.0,0.0,0.0
75K00002GY,003866,9788576617280,BIBLIA INFANTIL - MINHA PRIMEIRA B (V  das Letras),34.9,S,0.0,0.0,0.0
75K00002GZ,003867,,CLT CONSOLID  DAS LEIS TRABALHISTAS - RIDEEL,31.9,S,0.0,0.0,0.0
75K00002H0,003868,,CONSTITUICAO DA REP  FEDERAL DO BRASIL - RIDEEL,20.0,S,0.0,0.0,0.0
75K00002H1,003869,,DICIONARIO JURIDICO ACQUAVIVA - RIDEEL,125.9,S,0.0,0.0,0.0
75K00002H2,003870,,LEGISLACAO DE DIREITO PREVIDENCIARIO - RIDEEL,51.0,S,0.0,0.0,0.0
75K00002H3,003872,,LEGISLACAO DE DIREITO ADMINISTRATIVO - RIDEEL,49.9,S,0.0,0.0,0.0
75K00002H4,003873,,LEGISLACAO DE DIREITO INTERNACIONAL - RIDEEL,65.0,S,0.0,0.0,0.0
75K00002H5,003874,9788533929968,MAIS BELAS HISTORIAS DA BIBLIA - (Maleta),10.9,S,0.0,0.0,0.0
75K00002H6,003875,,HISTORIAS BIBLICAS (MALETA) - W Kids,16.9,S,0.0,0.0,0.0
7XV0000004,002838,7898203063440,SOMBRAS TIPOS E MISTEIROS DA BIBLIA,32.95,S,0.0,0.0,0.0
7XV0000004,002838,9788526303195,SOMBRAS TIPOS E MISTEIROS DA BIBLIA,32.95,S,0.0,0.0,0.0
7XV0000007,001200,,VIDA CRISTA,19.9,S,0.0,0.0,0.0
7XV0000009,001250,,CD BENDITO ES TU,5.0,S,0.0,0.0,0.0
7XV000000D,000134,,CD SELECAO DE OURO - Eliezer Rosa,5.0,S,0.0,0.0,0.0
7XV000000E,000362,,CD CHAMADOS POR CRISTO - prisma,5.0,S,0.0,0.0,0.0
7XV000000F,000363,,CD AMIGO IDEAL - Prisma,5.0,S,0.0,0.0,0.0
7XV000000G,000364,,CD MOMENTOS INESQUECIVEIS - Prisma,5.0,S,0.0,0.0,0.0
7XV000000H,000508,,CD MEUS HINOS QUERIDOS 2 - L de Carvalho,5.0,S,0.0,-1.0,-1.0
7XV000000I,000803,,CD A ARCA DE NOE - Diante do Trono,5.0,S,0.0,0.0,0.0
7XV000000K,000935,,MAPA - TABERNACULO,6.9,S,22.0,-22.0,0.0
7XV000000L,000954,9788573675214,TODAS AS  PARABOLAS DA BIBLIA - Brochura,59.9,S,0.0,0.0,0.0
7XV000000M,001467,9788526300729,DICIONARIO TEOLOGICO - Claudionor de Andrade,54.95,S,0.0,0.0,0.0
7XV000000N,002435,9788526308015,PEQUENA ENCICLOPEDIA BIBLICA CP DURA - CPAD,79.95,S,0.0,0.0,0.0
7XV000000N,002435,9788526315242,PEQUENA ENCICLOPEDIA BIBLICA CP DURA - CPAD,79.95,S,0.0,0.0,0.0
7XV000000O,002670,,RESPONDA-ME POR FAVOR - Marta Claudionor,14.95,S,0.0,0.0,0.0
7XV000000P,002680,,RESPOSTA A CALAMIDADE - Caio Fabio A Filho,12.8,S,0.0,0.0,0.0
7XV000000R,003123,,MANUAL DO OBREIRO,17.9,S,3.0,-3.0,0.0
7XV000000T,003166,7890000031660,PRIMARIO(7 a 8 anos) - MESTRE KIT (REVISTA/VISUAL),48.0,S,32.0,-32.0,0.0
7XV000000U,003188,7890000031882,JUNIORES(9 a 10 anos) - MESTRE KIT(REVISTA/VISUAL),48.0,S,34.0,-35.0,-1.0
7XV000000V,003189,9772175427005,PRE-ADOLESCENTES(11 a 12 anos) - ALUNO,10.0,S,235.0,-235.0,0.0
7XV000000W,045013,7890000450133,PORTA RETRATO - Smilinguido,46.9,S,2.0,0.0,2.0
7XV000000X,045014,7890000450140,MARCA PAGINAS - PVC Smilinguido,1.3,S,62.0,-62.0,0.0
7XV000000Y,042950,7890000429504,CARTAO SMILINGUIDO COD - 2147,2.5,S,4.0,-4.0,0.0
7XV000000Z,003190,9772175428002,PRE-ADOLESCENTES(11 a 12 anos) - MESTRE,15.0,S,48.0,-48.0,0.0
7XV0000010,003213,9772175437004,JUVENIS(15 a 17 anos) - ALUNO,10.0,S,302.0,-302.0,0.0
7XV0000011,003224,9772175438001,JUVENIS(15 a 17 anos) - MESTRE,15.0,S,83.0,-83.0,0.0
7XV0000012,003828,9798526301961,FANTOCHES A ALEGRIA DA GAROTA - I,19.95,S,1.0,-1.0,0.0
7XV0000013,004357,,BIBLIA LUXO - Gigante Lt Gigante,69.0,S,1.0,-1.0,0.0
7XV0000014,004368,9788573673753,MINISTERIO  COM PROPOSITOS P  LIDERES DE JOVENS,30.9,S,0.0,0.0,0.0
7XV0000015,004839,,COMO ESTUDAR A BIBLIA - James Braga,23.0,S,0.0,0.0,0.0
7XV0000016,004861,,COMO ORAR POR SEUS FILHOS - Quin Sherrer,16.0,S,0.0,0.0,0.0
7XV0000017,005358,9788573679861,DICIONARIO BIBLICO UNIVERSAL BROCHURA,67.5,S,0.0,0.0,0.0
7XV0000018,005405,,DIZIMO E BENCAO,15.0,S,1.0,-1.0,0.0
7XV0000019,006952,9788573672091,PEQUENA ENCICLOPEDIA BIBLICA BROCHURA - VIDA,60.9,S,36.0,-1.0,35.0
7XV000001A,007014,9788573671766,PES COMO OS DA CORSA NOS LUGARES ALTOS,14.9,S,1.0,-1.0,0.0
7XV000001B,007090,,PORQUE SOFREMOS - David paul,10.0,S,0.0,0.0,0.0
7XV000001C,007226,9788573671803,QUARTA DIMENSAO - David Paul,29.9,S,0.0,0.0,0.0
7XV000001D,007248,9788573679625,QUE DEUS TEM O MELHOR PARA MINHA VIDA,25.0,S,0.0,0.0,0.0
7XV000001E,007427,,SENHOR DO IMPOSSIVEL - Lloyd Ogilvie,19.0,S,0.0,0.0,0.0
7XV000001F,008025,,CD PROFECIAS - Otoniel e Oziel,5.0,S,0.0,0.0,0.0
7XV000001G,012681,,BIBLIA C HARPA LUXO - Peq,21.9,S,0.0,0.0,0.0
7XV000001H,013134,7898521816438,BIBLIA C ZIPER - Media LT Grande Fonte de Es (SBB),29.9,S,2.0,-2.0,0.0
7XV000001H,013134,7898521816445,BIBLIA C ZIPER - Media LT Grande Fonte de Es (SBB),29.9,S,2.0,-2.0,0.0
7XV000001H,013134,7898521816452,BIBLIA C ZIPER - Media LT Grande Fonte de Es (SBB),29.9,S,2.0,-2.0,0.0
7XV000001H,013134,7898521816469,BIBLIA C ZIPER - Media LT Grande Fonte de Es (SBB),29.9,S,2.0,-2.0,0.0
7XV000001H,013134,7898521817411,BIBLIA C ZIPER - Media LT Grande Fonte de Es (SBB),29.9,S,2.0,-2.0,0.0
7XV000001I,019922,7890000199223,BANDEJA PARA PAO - Prata,34.9,S,63.0,-3.0,60.0
7XV000001J,020187,7890000201872,ADESIVO TP - 200,2.0,S,243.0,-243.0,0.0
7XV000001K,025607,7890000256070,CD ONZE ANOS - LOGOS,5.0,S,0.0,0.0,0.0
7XV000001L,029520,,CRIANDO FILHOS A MANEIRA DE DEUS,34.9,S,0.0,0.0,0.0
7XV000001M,030012,9788573673043,QUANDO SEU CONJUGE NAO E CRENTE,4.0,S,3.0,-3.0,0.0
7XV000001N,045012,,CD FINAL FELIZ - Armando Filho,5.0,S,0.0,-1.0,-1.0
7XV000001O,045011,,CD O REI ESTA VOLTANDO - L de Carvalho,5.0,S,0.0,0.0,0.0
7XV000001P,045010,7890000450102,UNCAO - Benny Hinn (Edicao de Bolso),13.9,S,0.0,0.0,0.0
7XV000001Q,045009,7890000450096,DVD PR ARMANDO FILHO,10.0,S,0.0,0.0,0.0
7XV000001R,045008,,CD VIA DOLOROSA,5.0,S,0.0,0.0,0.0
7XV000001S,030033,9788573673715,UMA IGREJA COM PROPOSITOS - BROCHURA,76.9,S,0.0,0.0,0.0
7XV000001T,045007,7891951311719,CD MARAVILHOSO - Armando Filho,5.0,S,0.0,0.0,0.0
7XV000001U,045006,,CD DEUS CUIDARA DE TI - L de Carvalho,5.0,S,0.0,0.0,0.0
7XV000001V,031918,7890000319188,CD VOZ E VIOLAO - Joao Alexandre,5.0,S,0.0,0.0,0.0
7XV000001W,045005,7891951311153,CD PERFIL - Armando Filho,5.0,S,0.0,0.0,0.0
7XV000001X,045004,7890000450041,CARTAO MIG E MEG - CP,1.0,S,17.0,-17.0,0.0
7XV000001Y,045003,,PLAQUETA - ACO,39.9,S,0.0,0.0,0.0
7XV000001Z,033215,,CD ACUSTICO - Joao Alexandre,5.0,S,0.0,0.0,0.0
7XV0000020,045002,7890000450027,SALVA P OFERTA - Cabo Madeira,34.9,S,5.0,-5.0,0.0
7XV0000021,045001,,CDPB NA PRESENCA DO PAI - Lilian Paz,5.0,S,0.0,0.0,0.0
7XV0000022,033682,,CD MEUS HINOS QUERIDOS 3 - L DE CARVALHO,5.0,S,0.0,0.0,0.0
7XV0000023,045000,9788526309432,DOENCAS DO SECULO,27.9,S,0.0,0.0,0.0
7XV0000024,033829,,CD SOB OS TEUS CUIDADOS - Prisma,5.0,S,0.0,0.0,0.0
7XV0000025,037282,,CD MEUS HINOS QUERIDOS 1 - L DE CARVALHO,5.0,S,0.0,0.0,0.0
7XV0000026,037748,,PUREZA SEXUAL,34.9,S,1.0,-1.0,0.0
7XV0000027,037758,,CD EU E VOCE VOL - I,5.0,S,0.0,0.0,0.0
7XV0000028,044999,7890000449991,CD CUME DO MONTE,5.0,S,0.0,0.0,0.0
7XV0000029,037778,,CD LOUVORES INESQUECIVEIS VOL I - OZEIAS,5.0,S,0.0,0.0,0.0
7XV000002A,044998,,CD SOPRA VENTO,5.0,S,0.0,0.0,0.0
7XV000002B,044997,7890000449977,CD MAIS QUE PALAVRAS - Raquel Souza,5.0,S,0.0,0.0,0.0
7XV000002C,037911,7890000379113,HARPA CIFRADA  - 2,15.9,S,3.0,-3.0,0.0
7XV000002D,044996,9788538300595,LIDERANCA COM PROPOSITOS,59.9,S,0.0,0.0,0.0
7XV000002E,037912,,HARPA CIFRADA - 3,13.5,S,0.0,0.0,0.0
7XV000002F,044995,,UMA VIDA COM PROPOSITOS - EDICAO ESPECIAL,37.9,S,0.0,0.0,0.0
7XV000002G,037913,,HARPA CIFRADA - 4,13.5,S,1.0,-1.0,0.0
7XV000002H,044994,,AUTORIDADE NOS CEUS E NA TERRA,25.0,S,0.0,0.0,0.0
